y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
77.1,12,0,13.23,0,99,5,63.1,0,99,7.85,99,0.1,35.1030707636104,2.50006109607835,1.9,2,7.31917890527314,7.98456195610544
69.4,174,56,0.16,0,98,77,53.5,68,98,5.6,98,0.1,86.0307682638978,72.500109972941,3.2,3.2,0.629,11.4
72.9,172,0,0.01,1521.672751,99,0,35.5,0,98,3.58,98,0.1,15687.34795,89949,5.7,6.1,0.762,13.5
63.3,248,32,1.03,76.60442169,7,1,18,45,7,4.86,7,0.5,412.739341,2115164,7.6,7.5,0.503,10.2
81.1,76,0,0.896033316804558,0,92.1750216334896,2,62.1,0,97,0.850233440038075,97,0.1,4245.39744,5479531,0.9,0.8,0.893,17
88,64,0,6.5,6369.516139,94.9654224109997,19,55.7,0,98,8.95,98,0.1,46256.4716,9855,1.3,1.3,0.892,15.9
78.2,75,0,5.73,1552.740429,89.9019096504795,7,63.4,0,95,7.86,95,0.1,11843.9392,395969,0.7,0.7,0.786,13.8
73.1,16,0,12.32,0,95,0,39.6,0,95,6.25,95,0.2,35.1034146962186,0,4.4,4.4,0.689,12.2
51.4,477,3,4.87,413.0063027,9,1,28.9,4,89,8.19,88,40.2,2842.438422,1158897,6.1,6.3,0.514,10.6
58.9,296,41,1.5,78.71123825,84,435,22.4,62,85,4.51,84,3.1,498.172394,215429,8.1,8.1,0.499,8.1
68,193,0,1.09,19.74929219,89,0,44.7,0,94,5.97,89,0.1,125.79167,54477,1.2,1.2,0.489,9.2
61,25,3,0.44,46.3913277,56.8207465534002,94,12.9,4,55,2.48,55,0.1,471.4565823,96852,12.1,12.1,0.485,9.8
74.1,165,1,11.64,181.7634078,91.4439018033893,0,6.5,1,99,7.33,99,0.1,15669.25929,138188,1.9,1.9,0.812,15.3
74.9,14,0,8.51,173.9825629,91,0,51.4,0,91,6.67,91,0.1,15534.1574,5178.00599438997,3.8,3.8,0.78,15.5
74.7,12,3,1.37,53.08451654,99,2,54.7,3,99,5.63,99,0.1,431.9326,147336,6.3,6.3,0.701,14.3
86,72,0,9.47,8342.405764,95,597,65.3,0,95,11.24,95,0.1,38426.5581,13007.7434986558,0.3,0.3,0.901,19.7
68.1,252,1,11.01,45.65007798,99,1,56.7,1,98,6.89,99,0.1,3126.71767,9663915,2.3,2.5,0.713,14.4
75.3,14,0,1.03,0,97,4,59.1,0,98,6.7,98,0.1,35.4194773151919,2.00004887686268,2.2,2.2,0.741,12.9
58.1,29,28,0.22,42.2547904,63,11,21.2,43,63,4.73,63,2,459.2912,113517,8,8,0.385,8.4
69.2,154,6,0.85,105.6337264,52,222,45.3,7,8,6.17,78,0.1,2473.85776,848455,2.9,2.9,0.682,10.7
75.9,81,0,1.76,1077.712092,98,0,2.3,0,98,9.3,98,0.1,5828.621374,362,14.2,14.3,0.641,11.8
74.6,136,28,2.56,0,93,1978,11.8,35,94,5.56,94,0.2,72.7456483224707,1006.52374193605,15.1,15.9,0.618,11.3
74,153,0,7.21,927.4075855,99,0,39.5,0,93,4.41,98,0.1,9386.716452,3128.87740252297,3.6,3.5,0,0
75,138,1,3.55,396.6270975,94,0,5.5,1,94,5.3,94,0.5,4682.728424,281721,1.8,1.7,0.721,12.7
77.2,113,0,10,235.3785281,88.9019096504795,0,53.5,0,94,8.47,94,0.1,1726.9151,199712,2,2,0.85,16.6
79.2,85,3,11.67,6012.92584,9,778,57.6,3,95,1.52,96,0.1,34696.6292,82469422,1.1,1.1,0.884,16.4
53.6,395,57,5.44,7.562892922,82,100,24.4,89,81,4.76,82,7,111.71186,18395389,6.6,6.6,0.456,8
71,175,0,1.91672673599088,0,94,0,5.9,0,94,3.45023344003807,94,0.2,4849.997495,359288,3.5,3.4,0.706,12.8
72.4,138,25,0.02,0,97,133,5.4,29,98,5.84,99,0.1,74.9594623857163,81.0012707984298,7.5,7.8,0.704,11.8
78,1,1,11.01,2943.375396,6,83,58.5,1,96,8.29,95,0.1,23121.56635,128657,0.8,0.8,0.873,18.2
76,14,1,0.51,1055.835493,98,13,52.3,1,99,2.52,98,0.1,22134.916,7382.90589946555,7,6.8,0.797,13.7
73.7,115,4,0.41,67.70171064,98,3,63.2,4,98,8,98,0.1,387.753211,7992573,3.9,3.9,0.735,12.9
69.9,165,0,0.88,337.2942846,61,3,44.9,0,67,3.87,68,0.1,1886.433359,2937,1.6,1.5,0,10.6
73.7,153,3,8.4,412.4323974,99,77,53.1,4,98,5.5,98,0.1,4492.72764,38258629,2.5,2.8,0.777,14.6
47.6,477,17,1.52,67.34137528,46.114097058974,12,19.4,25,46,4.3,45,8.3,456.8614334,4345386,9.3,9.2,0.338,6.3
53.9,37,5,3.1,22.09757984,65.3467800286795,0,2.1,8,73,5.72,68,5.4,424.9534585,138838,9.2,9,0,8
73.6,169,0,10.14,24.70841046,89,1,59.4,0,92,6.1,92,0.1,1372.68947,25979,2.2,2.3,0.81,15.8
79.7,79,0,10.47,10251.10872,87.5709273244297,84,57.4,0,91,1.87,91,0.1,61753.667,557572,1.1,0.9,0.91,16.9
78.2,18,27,8.74,0,94,140,65.7,31,94,16.2,96,0.1,36.0522904183548,85.5013318945081,0.7,0.6,8.54777625226807,9.38075529893134
73.4,93,0,0.03,159.0098727,99,0,65.5,1,99,3.23,99,0.1,2271.56961,757.516401012703,3.2,3,0.788,14.1
62.7,256,1,0.53,229.4410095,82,28,33.8,2,82,9.14,82,2.1,1622.637974,896688,5.6,5.4,0.464,6.3
52.6,487,32,2.08,10.85148218,8,535,19.2,51,77,4.37,8,13.6,114.587985,12725974,6.9,6.8,0.492,11.1
67.7,273,5,9.46,456.4586664,84,48,57.6,6,91,6.63,9,0.4,3891.37823,462582,2.5,2.6,0.73,14.9
62.8,19,385,0.02,18.84534312,63.2180868646219,2064,16.4,495,65,2.79,62,0.1,533.8624114,138523285,22.2,22.6,0.445,5.3
81,76,2,8,6333.177967,14,6,61.3,2,93,9.57,93,0.1,36189.58838,32312,0.5,0.4,0.886,15.8
58.1,299,27,0.01,50.57976483,51,175,22.7,41,42,5.64,51,0.5,561.997387,118559,7.5,7.4,0.412,8.6
79,186,0,4.73,0,92.9308448219995,0,41,0,99,3.64,99,0.7,90.142849670328,0,3.9,3.9,0.673,12.8
81.2,66,1,10.31,6187.062017,95,0,62,2,92,8.49,92,0.1,36118.28381,26979,0.7,0.6,0.915,20.3
75.3,1,1,5.61,36.62206845,99,0,52.6,1,99,5.87,99,0.1,437.539647,2947314,1.6,1.6,0.713,12
59.2,349,29,2.59,196.9152496,78,896,21.7,43,7,4.91,78,5.6,1734.93612,14699937,6.5,6.3,0.554,12.3
81,72,2,8.4,864.94993,42,14,63.6,2,89,11.17,91,0.1,4773.45436,33628571,0.5,0.4,0.898,15.9
88,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,8429991,1.8,2,0.884,15.7
77,115,28,8.33,0,88,41,61.7,33,9,14.55,94,0.1,66.1029163854531,37.0000977537254,0.8,0.6,7.849104722522,8.60046408111307
79.9,8,2,11.36,8285.264655,87,917,59,3,95,1.39,96,0.1,45699.19832,821197,1.1,1.1,0.903,16.6
69.3,162,19,0.27,80.15505125,92,1861,18,24,92,5.69,92,0.1,688.6172788,2798531,16.1,16.5,0.545,12.3
54.6,345,14,0.95,2.048574874,35.006421589804,1833,17.1,22,51,4.29,5,5.3,26.6394652,511177,9.2,9.1,0.426,9.4
68.4,165,11,3.13,0,98,0,27.2,14,99,4.69378672830162,72,0.1,74.961783930822,6.99982893098061,5.7,5.7,1.70394684806552,4.31064481525286
73.6,163,9,8.27,0,71,78,57.1,11,73,4.85,71,0.1,74.0129082086858,44.50081868745,1.6,1.6,0.714,12.4
75.6,122,0,10.24,0,99,0,56.5,0,99,7.96,99,0.1,69.8983332908457,0,1.2,1.3,0.829,15
68.4,256,15,11.05,162.8088054,97,129,57.5,17,98,6.83,97,0.2,1674.98771,142849449,2.3,2.5,0.773,13.7
78.7,92,0,12.42,12372.05188,94,0,56.4,0,99,8.2,99,0.1,75716.3518,45895,1,0.9,0.867,13.5
79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,8171966,1.7,1.9,0.841,14.7
75,144,0,8.64,257.9665308,97,0,42.6,0,98,4.27,99,0.1,14252.29452,4750.72220256835,3.4,3.3,0.781,14.5
48,4,42,0.3,26.87439074,32.6760706958006,24908,14.1,75,26,6.9,26,4.8,197.3156442,866312,11.3,11.2,0.3,4.9
81.6,61,0,6.06,177.6382878,89.5405815485397,3,6.8,0,93,9.72,93,0.1,975.49856,5137232,0.8,0.7,0.945,17.7
82.4,6,1,9.25,423.680459,95,131,65.4,2,96,9.1,96,0.1,2921.9342,466245,0.6,0.5,0.874,17.5
79.4,8,2,7.6,3665.089703,85.7616986287258,34,58.5,2,88,9.1,89,0.1,23691.59472,31819,0.5,0.4,0.867,15.8
58.2,288,3,2.93,0,95,0,21.5,6,94,5.52,95,3,121.142609309019,2.99992668470597,9,8.9,0.415,8.1
73.6,9,0,0.01,239.5751391,99,10,66.3,1,99,2.38,99,0.1,3549.26132,1186.74324506611,3.2,3.1,0.789,14.2
73,135,1,9.6,503.1115947,65,2,53.9,1,98,8.7,98,0.1,3528.1318,744769,2.5,2.6,0.73,13.2
76.3,19,0,12.21,2160.380199,97,2,6,0,96,8.18,96,0.1,14157.14416,442978,1.7,1.6,0.803,14.2
68.7,223,0,0.01,188.7373664,97,1,21.9,1,97,3.7,97,0.6,2422.816,752967,16.1,16.7,0.581,12.3
73,117,0,0.01,414.0242418,97,0,3.5,0,95,4.76,95,0.2,3529.61843,526437,6.8,6.7,0.643,13.5
75.5,98,0,2.0965929020718,0,97,0,54.5,0,97,3.75023344003807,97,0.1,15557.8381,5185.89949021301,3.8,3.7,0.794,15.3
73,192,4,3.61,15.25518816,83,0,42.8,5,85,5.39,83,0.4,116.2743,526796,2.2,2.1,0.562,10.1
65.6,22,7,2.75,579.4128244,98,0,45.9,8,98,1.96,97,0.1,6675.262954,5267839,3.2,3.3,0.672,10.7
63.5,232,60,0.01,227.8353208,93,2813,25.9499832972594,88,93,8.42,93,0.3,1955.66799,36849918,4.6612556500093,4.66670791473856,0.478,7
86,72,3,10.42,0,92.2688801698998,2092,64.8,4,95,9.41,95,0.1,52.8173665282657,1048.02551372232,0.8,0.5,6.85598631731491,7.25014815661144
65.3,27,0,0.48,18.21661422,91,0,75.2,0,95,1.52,91,0.1,1493.1651,12652,0.1,0.1,0.584,11.9
73.2,159,4,3.14,231.9112915,92,0,45.1,5,93,8.4,93,0.6,1751.595857,7872658,2.3,2.3,0.597,11.1
60,266,2,0.24,69.9675435,68,912,19.2,2,67,4.32,68,0.1,621.93372,611627,7.5,7.4,0.434,9.7
57.9,278,239,1.82,0,74,133802,19.6,319,77,3.53,74,1.6,111.3384773339,67062.1310575654,1.2,1,2.32601049844737,2.25942751777319
69.6,139,0,1.83,300.1621026,96,20,15.2,0,98,8,98,0.1,2182.99711,286,14.8,14.8,0.577,11.3
77.5,74,0,1.16,4409.17067,93,101,66.5,0,92,1.93,93,0.1,85948.746,28682.9925146267,5.1,4.6,0.827,12.4
88,73,2,11.86,4460.390006,97,362,61.1,2,98,8.23,98,0.1,28482.6948,44397319,0.6,0.5,0.844,15.9
74.5,149,3,2.87,345.3776344,97,0,5.2,4,97,8.72,97,0.3,2242.711912,889216,2.1,2.1,0.618,11.4
55.6,297,5,2.64,28.30191127,70.5060039595394,12,21.9,7,77,6.5,77,6,583.5445622,148841,8.5,8.4,0.398,8.8
76.3,87,0,0.76,170.0494537,93,23,63.3,0,93,2.56,93,0.1,2843.63635,955.537164689913,4.8,4.5,0.809,12.6
64.1,225,58,0.488,0,93,3585,34.1513871313833,85,93,0.488,93,0.3,2513.884661,3864783,0.488,0.488,0.488,7.2
77,116,0,1.09993166628832,0,95,0,64,0,95,1.45023344003807,95,0.1,15524.84247,3431552,1.5,1.4,0.794,15.5
62.5,251,16,5.85,41.30079452,64.2413556027499,0,43,21,65,6.68,65,2,668.297646,985287,4.1,4.1,0.466,8.5
79.7,77,0,11.41,7620.823456,89.6605540477296,164,58.2,0,94,9.53,94,0.1,51983.78892,4535375,0.3,0.2,0.909,17.9
73.2,14,1,3.96,2.8888979,89,0,5.1,1,91,3.8,89,0.1,41.26997,29822,2,2.1,0.721,12.3
49.8,416,87,2.16,40.82597077,76,7155,17.3,127,76,6.45,76,14.5,262.884551,19139658,4,4,0.311,6.2
84,74,0,10.85,6853.628494,90.9190939415677,0,51.8,0,95,1.61,93,0.1,41336.72192,7284753,0.6,0.5,0.89,15.2
87,74,2,9.23,0,94,114,29.5,2,95,6.79,94,0.1,53.1337730798472,58.0013685521551,1.5,1,5.5571689081323,5.97358862472754
74.4,111,0,8.95,25.52277112,85,0,49.2,0,85,6.1,85,0.1,1657.3228,552.435975255354,3.9,3.9,0.775,15.3
72.7,135,10,1.29,93.50075111,8,290,44.6,11,83,4.92,82,0.1,1258.421953,16766899,6.7,6.5,0.589,10.1
77.5,111,28,8.48,0,92,37,63.1,33,92,15.14,96,0.1,65.4701032822901,35.0000488768627,0.7,0.6,8.10012546618098,8.88059448376741
56.6,343,26,1.71028169825502,46.0744686,45.9663909858103,441,21.1736848431479,39,44,2.74,39,3.5,1151.861715,1153971,1.64247693935678,1.64406895672107,0.421,4.9
72.3,126,0,5.28,345.463714,96,0,25.5,0,98,4.3,98,0.6,3112.285712,486438,8.1,8,0.602,11.9
71.4,167,18,4.66,477.1341814,78,1,46.7,21,82,5.91,79,0.1,2472.197831,443958,2.6,2.3,0.65,11.3
73.6,157,8,3.88,187.3843511,75,0,45.1,10,88,4.62,88,0.3,2183.966796,13726,1.5,1.4,0.675,12.5
73.9,158,10,5.95,71.6850913,98,2583,27.9,12,99,3.81,99,0.2,575.32176,672888,8.2,8.3,0.711,13.1
68.5,183,129,0.08,254.4688257,83,15489,24.7,154,84,2.9,83,0.3,3687.953996,248883232,1.5,1.4,0.669,12.6
54,363,228,0.79,10.97201912,48.010705846312,228,13.2,360,55,4.64,37,4.4,118.8734466,72545144,11.6,11.5,0.306,5.2
75.4,124,1,6.67,14.47305874,94,0,59.5,1,94,8.23,94,0.1,79.69746,3339741,1.6,1.5,0.76,15.3
66.1,2,0,0.01,97.87193319,75,0,77.1,0,79,1.21,75,0.1,1684.54274,11458,0.1,0.1,0.597,11.9
73.1,138,3,0.48,264.2496129,95,632,28.8,4,96,3.95,96,0.1,4463.675893,2468873,9.3,9.1,0.724,12.1
74.6,144,11,4.38,1435.487755,9,0,57.2,12,9,7.2,9,0.1,7913.383432,47791911,2.1,1.9,0.72,13.6
65.1,226,12,2.66,0,84,0,45.4,16,84,5.22,84,0.2,98.0521536283443,7.99980449254927,1.4,1.2,0.62,14.6
64.2,263,1,0.96,2.586698228,89,3,16.1,1,9,4.41,89,0.3,197.45788,64282,18,18.8,0,8.8
67.3,192,24,1.78,40.13342094,99,737,37.5,28,99,5.11,99,0.3,546.776852,26167,3.2,3.2,0.62,11.7
73.4,157,4,3.08,286.1211446,97,0,45.9,5,97,8.84,97,0.5,1815.489496,83521,2.3,2.2,0.603,11.3
47.1,433,28,3.97,49.8371267,84,31,21.2,42,81,13.13,84,1.7,394.5932439,63126,8.5,8.4,0.375,8.5
56.9,283,44,4.55,81.14304705,92,54118,16.1,77,91,7.41,92,1.1,552.7455521,1514199,9.3,8.8,0.356,5.9
68.6,164,9,3.16,0,92,8,29.2,12,98,4.52298921065978,92,0.1,80.9701550679396,9.99995112313731,5.4,5.4,1.71982750992756,4.18904450823595
79.1,9,0,10.52,3505.389434,90.8715638745895,0,56.4,0,96,9.38,96,0.1,24633.79785,239669,1.7,1.7,0.873,16.9
78,95,0,1.11636506809801,0,94,206,63.7,0,94,1.45023344003807,94,0.1,11579.6674,42364,1.5,1.4,0.823,15.3
81.6,66,0,8.7,0,92,10,67.5,0,92,3.6193563693054,92,0.1,3821.8937,1277.28656277101,0.4,0.3,0.913,19.2
46.8,388,95,3.49,35.93349121,16.9879920809212,1196,16.8,155,4,4.41,4,2.4,779.468356,1823369,1.4,1.3,0.406,5.9
77.3,11,0,11.54,650.9813544,90.3253399085695,0,53.9,0,96,9.51,96,0.1,4458.7764,539574,1.2,1,0.882,16.3
62.3,229,3,0.38,8.415788935,58.6083261221701,41,13.2,3,57,1.31,57,0.1,467.5438297,996698,12,12,0.484,10.2
63,268,21,1.44,55.59543946,67.1792534465998,653,13.1,26,69,6.74,69,1.9,362.4213785,12853124,11.6,11.7,0.445,9.3
69.4,184,0,6.48,387.3324928,98,0,44.4,0,98,4.4,98,0.6,4187.3783,29747,3.6,3.5,0.692,12.3
72.6,132,2,0.01,532.6700005,98,8,58.2,2,98,2.4,98,0.1,14396.4865,4802.11916170276,5.5,5.4,0.757,14.8
57.6,355,60,1.79459247704615,0,8,79,22.6,81,8,3.55023344003807,8,3.9,528.3125597,281691,3.6,3.5,0.414,9.1
55.1,477,3,4.89,457.7200522,76.6231552499892,4,27.9,4,86,7.32,86,22.1,3573.146387,232196,13.1,13.1,0.565,11.6
61.3,236,23,0.34,10.43022617,89,3,19.9,38,89,5.44,89,0.7,89.838296,11556763,11.2,11.1,0.422,6.6
79.3,82,4,11.61,0,88.1460864619696,764,61.3,4,92,8.36,92,0.1,55.0318684567278,384.00928660391,0.7,0.5,6.92127441550805,7.23119335623764
62.9,222,1800,1,19.00340606,59.8583783738761,51780,11.8,2400,58,4.5,59,0.3,447.138966,171477855,27.5,28.5,0.494,8.3
53,432,72,1.43,36.29775249,73,20,15.9,112,73,4.29,73,13.2,458.8843551,3574931,8.7,8.6,0.461,8.9
51.6,47,60,4.58,53.70597428,61.6302082718396,1448,21.8,97,66,4.86,66,7.8,676.397661,1684886,7.4,7.5,0.452,8.4
81.8,67,2,8.2,9733.228019,55,83,65.8,2,91,1.67,91,0.1,52413.72116,35155451,0.5,0.5,0.909,15.9
75.5,99,0,4.25,3.479918859,36,28,49.9,0,87,9.4,84,0.1,265.642661,3781287,3,3,0,12.3
74.1,172,0,10.49,0,93,0,58.1,0,93,5.95,93,0.1,83.8169542006522,0,2.6,2.5,0.786,12.4
74.3,143,11,4.44,1487.896562,92,1,55.7,13,91,6.93,91,0.1,7884.984429,46881475,2.1,1.9,0.707,13.2
62.1,23,22,0.32,8.309152927,94,11,2.3,36,93,4.72,94,0.7,95.3978522,11873557,11,1.9,0.425,6.8
63.4,24,38,0.05,0,79,13,35.1,49,79,4.92,79,0.1,32.5742258792164,30.9995601082358,13.8,13.8,0.477,8.6
51,361,75,8.06,239.8913921,72,1449,21,115,73,3.38,71,2.5,4299.12889,24218565,8.9,8.8,0.495,9.4
62.4,281,10,0.01,25.70881695,73,12,47.2,13,8,4.78,79,0.8,229.95364,7592865,1.3,1.3,0.506,10
55,32,5,2.98,31.06932595,68.8845163525674,1,21.3,7,76,6.1,74,5.7,481.694976,1445958,8.7,8.6,0.394,8.8
76.6,118,0,6.67,1871.736563,95,0,6.7,1,95,8.78,95,0.1,9415.17386,3362755,1.5,1.5,0.774,15.5
53.1,334,3,5.07,197.7839552,43.0934405227623,1339,18.7,4,43,1.78,35,2.3,2283.87939,639762,1.6,1.4,0.527,8
62.1,243,73,0.35,2.511437292,77.9118319128933,845,13.6,100,88,1.84,82,0.4,193.187484,4695462,13.3,13.7,0.417,7.5
72.4,149,4,0.54,23.37167228,97,6187,26,5,98,3.4,98,0.1,445.17471,2318568,9.8,9.6,0.715,11.6
52.4,336,52,0.01,0,48.5460149591961,115,22,83,49,4.20269286337157,45,0.8,120.514267329763,99.0003910149015,7,6.8,0.381809237633082,3.12929116559024
58.8,272,238,0.01,0,74,88381,2.6,314,74,3.89,74,1.2,109.440553923324,44348.5761096665,9.9,9.6,1.68593480917,4.21003048737892
58.6,318,2,1.23,12.70325933,67.2371237896397,298,3.2,2,71,7.21,71,3.9,94.7297489,783254,5.9,5.8,0.396,4
73.9,151,0,12.68,0,99,0,41.3,0,99,6.81,99,0.1,79.0716297752986,0,4.3,4.4,0.707,12.8
68.8,164,10,0.01,71.50892145,94,16,38.2,12,96,6.39,94,0.2,954.725253,799562,3.6,3.7,0.613,11.1
58.8,284,27,0.01,5.140668848,63,53,22.2,41,63,5.49,63,1,54.169324,11536615,7.7,7.6,0.406,8.5
79.4,85,0,10.98,5579.199083,94,15,6.6,1,99,9.17,98,0.1,38852.3613,1547958,0.8,0.8,0.865,15.7
52,46,106,3.37,0,89,5131,16.8,166,91,3.59,89,12.1,42.6956242374369,2648.56066840581,8,8,6.17168128695898,4.75115162301072
73.7,133,3,0.43,409.9812523,96,394,32.5,4,97,3.61,97,0.1,7269.17114,26625845,8.7,8.5,0.736,12.3
73.7,146,4,2.29,127.6377505,98,44,17.9,5,98,3.76,98,0.1,1644.816372,19668,15.4,15.5,0.725,13.2
51,413,22,3.45088354442393,0,86,607,24.4,30,86,7.35023344003807,86,0.5,587.538233,723725,7.4,7.3,0.431,9.5
78,148,3,0.01,457.3202236,92,0,52.8,3,94,3.41,94,0.1,7145.628494,2382.8547677193,5.7,5.5,0.727,15.5
73.3,144,0,8.25,780.4459281,97,0,46.5,0,98,6.15,97,0.1,7955.615985,2651.84819482998,3.8,3.8,0.746,15.8
72.3,116,20,0.62,188.2902861,98,834,52.7,23,99,5.67,99,0.1,2861.5545,31989897,6.4,6.2,0.596,10.5
78.3,86,4,11.85,0,87.1460864619696,460,59.5,4,91,7.81,91,0.1,55.9809161451681,232.005571962346,0.7,0.5,6.82075698121575,7.09508323777308
88,73,0,7.53,2163.043414,96,1,66,0,99,8.8,99,0.1,21673.7817,1892413,0.8,0.7,0.862,17.2
73.2,17,1,1.98,70.13207838,77,36,59.1,1,77,1.5,77,0.1,5436.595223,3522837,4.8,4.7,0,15.2
54.8,373,54,5.89,9.042540892,8,251,25.4,85,79,5.7,8,6.3,123.19538,19432541,6.3,6.3,0.473,9.2
66.3,198,0,0.375401147569231,0,82,0,77.6,0,8,0.1,78,0.1,1424.483611,11247,0.1,0.1,0.586,11.9
74.3,118,1,0.63,854.0115758,99,25,49.5,1,99,2.59,99,0.1,12376.97936,4134.28966052906,7,6.8,0.742,11.5
81,68,2,1.00026625108604,0,88,2464,62.3,3,94,1.1,95,0.1,41176.88158,81686611,1.1,1.1,0.924,17.1
63.2,231,69,0.4,3.824212472,8,830,15.2,93,86,1.97,78,0.5,219.782326,47624894,13.3,13.6,0.445,7.7
57.7,274,27,1.51,0.328418056,59.5808255709319,12237,12.1,36,62,5.87,59,2.1,3.685949,12152354,11.6,11.9,0.401,7.2
78.7,16,25,8.67,0,91,220,67.5,29,94,17.6,96,0.1,35.419649281496,124.502333870193,0.7,0.6,8.99373208661078,9.90526787171051
71.9,155,0,1.51,310.8203382,88,0,67,0,85,5.3,84,0.1,1842.44421,99184,0.1,0.1,0.679,13.5
59.2,48,43,7.38,1089.954838,68,32,48.7,56,65,8.79,65,7.6,7548.163698,5256515.8,6,7.3,0.644,12.8
74.4,12,3,1.46,420.1153538,99,3,53.1,4,99,5.64,99,0.1,3371.71231,1196136,6.3,6.3,0.689,14.2
86,92,3,12.4,5689.991931,39,40,58,4,99,1.53,99,0.1,36544.5853,63621376,0.6,0.6,0.87,16.1
62,298,7,3.53,0,74,4,24.5,10,72,2.29,74,3.8,117.664888702488,6.99992668470597,8.1,7.7,0.548,10.5
59.4,34,7,1.07,5.064688968,96,19,13.9,9,96,2.97,96,1.6,276.75896,39697,9.4,9.5,0,5.4
72,174,0,11.85,0,14,0,37.9,0,9,6.33,74,0.1,78.4411382172414,0,4.4,4.5,0.681,12.5
54.3,321,51,0.01,0,42,10229,23.8,80,47,4.02014966551535,42,0.8,417.89143,3575.72732237795,6.7,6.5,0.381809237633082,2.99147270466578
65,271,2,2.91,122.1206485,98,26,43,2,98,4.68,99,0.1,1334.651896,255812,2.2,2.4,0.649,12.7
67,325,71,0.01,90.76144414,78,7878,17.6,103,82,7.47,78,4,662.492293,37553726,5.7,5.7,0.478,10
76.3,116,8,0.90139958914188,0,94,0,62.8,9,93,0.950233440038075,94,0.1,13467.1236,43417765,1,0.9,0.826,17.3
78.7,84,2,9.03,0,99,7,27.2,3,96,5.33,96,0.1,56.929447934696,5.00004887686268,1.6,1,4.99615948714115,5.33673383067586
74,113,4,0.41,63.8784522,98,20,64.8,4,98,7.45,98,0.1,466.94775,88936,3.9,3.9,0.737,13.1
67.7,189,149,0.07,10.26341108,82,15369,21.3,181,83,2.81,77,0.2,216.52766,236159276,1.7,1.7,0.641,11.7
86,74,3,10.68,0,92.2688801698998,1112,64.2,4,95,9.34,95,0.1,53.4500076651245,558.013538890963,0.8,0.5,6.92383107576763,7.30835435205381
73.6,133,0,4.3415091037645,527.3076721,73.6,0,55.7,0,73.6,8.46,73.6,0.1,3674.617924,614261,2.3,2.3,0.746,12.8
41.5,57,30,4.07,38.61473209,61.1653323938113,586,18.4,47,66,11.69,73,1.9,263.7618312,5199549,9.7,9.8,0.322,7.4
73,139,0,2.15,558.7206486,58,0,72.9,0,6,5.8,65,0.1,3942.9827,187665,0.2,0.1,0.693,12.9
75.8,85,1,1.86,4003.908598,92,55,54.8,1,94,2.93,92,0.1,45758.9554,15271.5154303097,5.1,4.9,0.829,13.1
82.7,56,1,0.759233996845584,0,93,159,63.6,2,93,0.6,93,0.1,349.14755,673582,0.6,0.6,0.881,16.3
56.2,376,92,3.44,0,86,3413,19.6,138,89,4.21,86,7.4,146.132708063311,1775.54001793132,7.3,7.3,4.93612976411012,4.82087725318717
47.8,467,65,3.15,0,1,5790,19.9,94,7,4.85,66,7,168.59318808484,2942.06960065246,7.9,7.9,4.9243433779998,5.14356133923229
77.2,17,1,12,1904.00231,82,8,51.7,1,96,9.15,98,0.1,12882.28897,1419631,0.8,0.6,0.788,15.9
76,84,1,1.73,292.4022672,93,0,55.1,1,94,4.5,93,0.1,3372.57517,1124.51496055715,5.1,4.9,0.831,13.2
65.5,22,28,3.36621777503362,0,69,3,2.5,38,71,7.1,69,0.3,41.8575951,2423488,7.1,7.1,0.511,10.3
70,177,0,6.58,670.0920883,95,0,5.1,0,95,5.79,95,0.2,4852.223666,351694,3.4,3.4,0.705,12.8
72.3,195,0,15.07,101.1201161,9,0,55.2,0,95,5.13,94,0.1,885.465115,136255,2.2,2.3,0.805,15.7
74.9,113,1,0.57,88.45038011,99,24,5.6,1,97,2.43,99,0.1,1585.13226,536.70623597931,7,6.8,0.753,11.5
73.1,144,15,4.38,531.9808176,93,0,5.5,18,93,5.82,93,0.1,3386.256,43285634,2.4,2.1,0.658,11.1
59,284,26,3.39791707374131,0,54,243,23.3,40,42,7.3,54,0.5,554.48766,1291533,7.3,7.3,0.414,8.8
75,127,49,4.77,12.1859723,97,0,54.1,58,98,5.52,97,0.1,716.8219,1435568,1.9,1.8,0.703,11.6
83.2,51,0,9.61,19479.91161,92.1157406860796,23,57,0,96,11.66,96,0.1,85814.58857,8188649,0.4,0.3,0.936,15.9
72.3,182,0,4.94,75.2256582,99,0,32.4,0,99,2.64,99,0.1,976.9566,87298,5.8,6.2,0.739,13.2
56.4,36,31,0.19,1.399626733,57,3,19.4,48,46,3.8,63,2.4,49.456775,196727,8.9,8.8,0.364,7.6
70,226,0,14.09,434.7985025,98,0,58.7,1,98,6.9,96,0.1,5176.172649,956765,2.1,2.2,0.771,15.4
63.6,37,7,0.01,0,71,740,55.2,9,5,3.25,41,0.1,24.6694790282595,1989141,6.3,6.1,0.635,13
47.9,461,67,3.45,0,60.1359792086435,5729,19.4,95,66,6,65,7.1,166.379030088986,2912.06884306109,8.1,8.1,5.44754707215017,5.7480329985048
