x1,x2,x3,x4,x5,x6,x7,x8,x9,y
50,1,47.0,1,1-2 Year,No,33260.0,152.0,43,0
24,1,14.0,0,< 1 Year,No,20716.0,152.0,55,0
47,1,29.0,1,1-2 Year,No,38110.0,124.0,99,0
40,1,28.0,0,1-2 Year,Yes,2630.0,122.0,259,1
32,1,28.0,1,1-2 Year,No,35896.0,60.0,210,0
22,1,15.0,0,< 1 Year,Yes,39596.0,152.0,147,0
27,1,6.0,1,< 1 Year,No,21780.0,152.0,112,0
22,1,11.0,1,< 1 Year,No,36755.0,152.0,214,0
23,1,15.0,0,< 1 Year,Yes,48293.0,152.0,190,1
50,1,18.0,1,1-2 Year,No,31791.0,122.0,270,0
46,1,28.0,0,1-2 Year,Yes,34587.0,26.0,160,1
43,1,28.0,0,1-2 Year,No,55068.0,26.0,295,0
34,1,37.0,0,1-2 Year,Yes,32977.0,124.0,66,1
48,1,28.0,0,1-2 Year,Yes,38135.0,26.0,61,0
24,1,41.0,1,< 1 Year,No,24779.0,152.0,196,0
39,1,28.0,0,1-2 Year,Yes,29427.0,124.0,70,0
80,0,28.0,0,1-2 Year,No,41553.0,124.0,33,0
26,1,22.0,0,< 1 Year,No,2630.0,152.0,289,0
55,1,48.0,0,1-2 Year,Yes,2630.0,26.0,221,0
57,1,46.0,0,1-2 Year,Yes,34883.0,11.0,243,0
52,1,47.0,0,1-2 Year,No,37821.0,26.0,198,0
25,1,28.0,0,< 1 Year,Yes,60750.0,152.0,19,0
46,1,41.0,0,1-2 Year,Yes,47751.0,124.0,220,1
23,1,4.0,1,< 1 Year,No,2630.0,152.0,209,0
26,1,11.0,1,< 1 Year,No,48470.0,152.0,178,0
28,1,30.0,1,< 1 Year,No,2630.0,163.0,142,0
34,1,11.0,1,1-2 Year,No,35227.0,152.0,210,0
34,1,12.0,0,1-2 Year,Yes,34984.0,124.0,156,0
53,1,28.0,1,1-2 Year,No,42398.0,124.0,127,0
45,1,19.0,1,1-2 Year,No,42526.0,117.0,179,0
37,1,30.0,0,1-2 Year,No,31821.0,124.0,25,0
24,1,47.0,1,< 1 Year,No,37167.0,152.0,228,0
45,1,46.0,0,> 2 Years,Yes,41023.0,124.0,70,0
51,1,6.0,0,1-2 Year,Yes,32095.0,124.0,39,0
21,1,43.0,0,< 1 Year,Yes,34659.0,152.0,122,0
50,1,3.0,0,1-2 Year,Yes,43989.0,157.0,208,1
58,1,28.0,0,1-2 Year,Yes,31717.0,3.0,222,1
24,1,8.0,1,< 1 Year,No,39272.0,152.0,206,0
27,1,15.0,1,< 1 Year,No,38002.0,152.0,132,0
51,1,47.0,1,1-2 Year,No,38161.0,124.0,288,0
50,1,29.0,0,1-2 Year,Yes,29505.0,9.0,242,1
62,1,28.0,0,> 2 Years,Yes,2630.0,124.0,100,0
52,1,37.0,0,1-2 Year,Yes,40715.0,153.0,125,0
79,1,46.0,0,1-2 Year,No,28889.0,21.0,157,0
47,1,8.0,0,1-2 Year,Yes,30781.0,124.0,192,0
53,1,28.0,1,1-2 Year,Yes,66043.0,26.0,135,0
22,1,33.0,1,< 1 Year,No,29840.0,152.0,295,0
22,1,18.0,1,< 1 Year,No,26714.0,152.0,156,0
74,1,28.0,0,> 2 Years,Yes,50847.0,122.0,108,0
37,1,28.0,0,1-2 Year,Yes,40650.0,26.0,139,0
79,1,8.0,0,1-2 Year,Yes,36288.0,26.0,102,0
20,1,34.0,1,< 1 Year,No,35107.0,160.0,254,0
43,1,28.0,0,1-2 Year,Yes,26751.0,154.0,61,1
22,1,50.0,1,< 1 Year,Yes,35122.0,152.0,202,0
31,1,41.0,1,< 1 Year,No,22208.0,152.0,75,0
22,1,8.0,0,< 1 Year,Yes,24290.0,160.0,29,0
45,1,35.0,0,1-2 Year,Yes,2630.0,156.0,170,0
22,1,3.0,0,< 1 Year,Yes,39364.0,152.0,272,0
36,1,21.0,0,1-2 Year,Yes,29496.0,163.0,73,0
38,1,11.0,0,1-2 Year,Yes,2630.0,157.0,45,1
42,1,12.0,0,1-2 Year,Yes,25775.0,124.0,286,1
26,1,8.0,0,< 1 Year,Yes,33119.0,122.0,220,0
25,1,2.0,1,< 1 Year,No,39099.0,152.0,104,0
43,1,41.0,0,1-2 Year,Yes,21728.0,26.0,141,0
47,1,1.0,0,1-2 Year,Yes,2630.0,26.0,35,0
21,1,36.0,0,< 1 Year,Yes,24372.0,160.0,256,0
43,1,37.0,1,1-2 Year,No,2630.0,29.0,50,0
52,1,28.0,1,1-2 Year,No,2630.0,26.0,222,0
43,1,3.0,0,1-2 Year,Yes,25073.0,124.0,81,1
42,1,15.0,1,1-2 Year,No,31244.0,152.0,104,0
25,1,28.0,1,< 1 Year,No,53759.0,152.0,246,0
29,1,8.0,0,< 1 Year,No,29755.0,152.0,131,0
21,1,36.0,0,< 1 Year,Yes,33149.0,160.0,293,0
70,1,28.0,1,1-2 Year,No,28947.0,13.0,247,0
26,1,17.0,1,< 1 Year,No,27564.0,152.0,95,0
33,1,18.0,0,< 1 Year,Yes,22213.0,124.0,247,0
32,1,30.0,1,< 1 Year,No,27638.0,152.0,169,0
32,1,38.0,1,1-2 Year,No,2630.0,124.0,146,0
30,1,30.0,1,< 1 Year,No,25667.0,152.0,250,0
54,1,28.0,0,1-2 Year,Yes,40820.0,122.0,192,0
30,1,40.0,0,< 1 Year,Yes,41774.0,152.0,118,0
48,1,28.0,0,1-2 Year,Yes,25118.0,122.0,148,1
60,1,28.0,0,1-2 Year,Yes,37837.0,26.0,274,0
40,1,18.0,0,1-2 Year,Yes,23982.0,124.0,226,1
47,1,29.0,0,< 1 Year,Yes,2630.0,124.0,69,1
26,1,28.0,1,< 1 Year,No,25966.0,152.0,170,0
41,1,40.0,0,1-2 Year,Yes,35775.0,124.0,216,1
46,1,28.0,0,1-2 Year,Yes,69856.0,26.0,104,0
22,1,46.0,0,< 1 Year,Yes,32169.0,152.0,248,0
27,1,11.0,1,< 1 Year,No,33269.0,152.0,80,0
67,1,28.0,0,1-2 Year,Yes,36524.0,26.0,281,0
70,1,47.0,0,1-2 Year,Yes,34250.0,124.0,42,0
54,1,15.0,1,1-2 Year,No,38307.0,124.0,54,0
55,1,28.0,0,1-2 Year,Yes,46824.0,26.0,103,1
50,1,28.0,0,1-2 Year,Yes,37363.0,26.0,127,1
22,1,36.0,1,< 1 Year,No,2630.0,152.0,299,0
22,1,36.0,1,< 1 Year,No,32479.0,152.0,44,0
56,1,28.0,0,1-2 Year,Yes,78479.0,26.0,187,1
50,1,35.0,0,1-2 Year,Yes,49193.0,124.0,247,1
21,1,8.0,0,< 1 Year,No,40225.0,160.0,107,0
46,1,31.0,0,1-2 Year,Yes,2630.0,26.0,247,1
23,1,6.0,0,< 1 Year,Yes,23999.0,26.0,157,0
21,1,46.0,1,< 1 Year,No,34827.0,160.0,163,0
63,1,25.0,0,> 2 Years,Yes,42035.0,26.0,281,0
60,1,50.0,1,1-2 Year,No,31929.0,8.0,36,0
48,1,41.0,0,> 2 Years,Yes,34664.0,12.0,91,1
50,1,28.0,1,1-2 Year,No,52464.0,124.0,39,0
22,1,24.0,0,< 1 Year,Yes,36527.0,152.0,149,1
24,1,3.0,1,< 1 Year,No,30557.0,152.0,173,0
22,1,10.0,1,< 1 Year,No,37153.0,152.0,98,0
27,1,34.0,0,< 1 Year,Yes,2630.0,152.0,104,0
28,1,9.0,0,< 1 Year,Yes,46722.0,152.0,85,0
33,1,50.0,0,< 1 Year,No,27167.0,152.0,11,0
35,1,39.0,0,1-2 Year,Yes,2630.0,154.0,176,1
24,1,11.0,1,< 1 Year,No,45691.0,152.0,39,0
74,1,28.0,0,1-2 Year,Yes,26588.0,26.0,201,0
24,1,37.0,1,< 1 Year,No,46446.0,160.0,32,0
69,1,28.0,0,> 2 Years,Yes,37840.0,26.0,140,0
22,1,10.0,1,< 1 Year,No,23608.0,152.0,257,0
23,1,35.0,1,< 1 Year,No,30516.0,152.0,12,0
70,1,20.0,1,1-2 Year,No,2630.0,26.0,164,0
70,1,6.0,1,1-2 Year,Yes,51251.0,26.0,22,0
56,1,19.0,0,> 2 Years,Yes,35119.0,29.0,37,0
27,1,29.0,1,< 1 Year,No,16554.0,152.0,142,0
42,1,33.0,1,1-2 Year,No,33046.0,124.0,221,0
74,1,28.0,1,1-2 Year,No,47155.0,26.0,36,0
39,1,28.0,0,1-2 Year,Yes,34605.0,124.0,131,0
29,1,11.0,0,1-2 Year,Yes,29492.0,163.0,283,1
27,1,32.0,1,< 1 Year,No,2630.0,152.0,81,0
21,1,30.0,1,< 1 Year,No,23080.0,160.0,284,0
25,1,37.0,0,< 1 Year,Yes,2630.0,152.0,21,0
23,1,28.0,1,< 1 Year,No,46734.0,152.0,250,0
69,1,11.0,1,1-2 Year,No,41977.0,26.0,268,0
23,1,46.0,1,< 1 Year,No,27552.0,152.0,25,0
26,1,35.0,1,< 1 Year,No,27665.0,152.0,113,0
23,1,47.0,0,1-2 Year,Yes,35991.0,26.0,13,0
76,1,15.0,1,1-2 Year,No,2630.0,14.0,270,0
21,1,50.0,0,< 1 Year,Yes,37850.0,160.0,100,0
55,1,10.0,1,1-2 Year,No,30463.0,152.0,71,0
65,1,28.0,0,1-2 Year,Yes,49163.0,26.0,182,0
37,1,46.0,1,1-2 Year,No,25106.0,26.0,115,0
22,1,8.0,1,< 1 Year,No,26183.0,152.0,285,0
24,1,41.0,1,< 1 Year,No,37317.0,152.0,108,0
29,1,25.0,0,< 1 Year,Yes,2630.0,152.0,290,0
25,1,46.0,1,< 1 Year,No,23130.0,160.0,292,0
79,1,28.0,0,> 2 Years,Yes,2630.0,26.0,15,0
56,1,28.0,0,> 2 Years,Yes,47172.0,124.0,12,0
68,1,28.0,0,1-2 Year,Yes,31823.0,122.0,186,1
47,1,46.0,1,1-2 Year,No,2630.0,21.0,270,0
61,1,28.0,0,1-2 Year,Yes,45466.0,122.0,42,0
33,1,28.0,1,< 1 Year,No,49471.0,152.0,282,0
25,1,37.0,0,< 1 Year,Yes,38268.0,152.0,79,1
24,1,3.0,0,< 1 Year,Yes,2630.0,152.0,158,0
58,1,8.0,1,1-2 Year,No,36342.0,124.0,78,0
52,1,28.0,0,1-2 Year,Yes,29710.0,139.0,57,0
23,1,21.0,1,< 1 Year,No,27773.0,152.0,56,0
33,1,29.0,0,1-2 Year,Yes,27860.0,26.0,175,1
23,1,13.0,1,< 1 Year,No,24262.0,152.0,205,0
25,1,8.0,1,< 1 Year,No,39675.0,152.0,101,0
25,1,6.0,1,< 1 Year,No,27464.0,152.0,275,0
46,1,28.0,0,1-2 Year,Yes,31964.0,125.0,227,0
23,1,29.0,1,< 1 Year,No,27728.0,152.0,270,0
20,1,12.0,0,< 1 Year,No,26966.0,160.0,132,0
37,1,39.0,1,1-2 Year,No,2630.0,124.0,151,0
30,1,50.0,1,< 1 Year,No,2630.0,152.0,150,0
24,1,16.0,1,< 1 Year,No,19558.0,151.0,231,0
61,1,36.0,0,1-2 Year,Yes,37590.0,30.0,223,0
38,1,11.0,0,1-2 Year,No,36069.0,120.0,231,0
31,1,29.0,1,1-2 Year,No,41405.0,124.0,163,0
54,1,28.0,0,1-2 Year,Yes,57736.0,26.0,24,0
41,1,28.0,0,1-2 Year,Yes,60604.0,26.0,84,0
36,1,28.0,1,1-2 Year,No,52419.0,26.0,275,0
20,1,35.0,1,< 1 Year,No,24864.0,160.0,101,0
37,1,24.0,0,1-2 Year,Yes,36046.0,124.0,229,0
23,1,6.0,1,< 1 Year,No,31496.0,152.0,137,0
46,1,33.0,0,1-2 Year,Yes,29397.0,124.0,141,0
54,1,33.0,0,1-2 Year,Yes,29710.0,124.0,56,0
40,1,28.0,0,1-2 Year,Yes,52141.0,124.0,90,1
47,1,28.0,1,1-2 Year,No,30283.0,124.0,95,0
43,1,46.0,0,1-2 Year,Yes,35774.0,11.0,118,0
39,1,28.0,0,1-2 Year,Yes,47307.0,26.0,147,0
30,1,28.0,0,1-2 Year,Yes,37223.0,155.0,221,1
32,1,11.0,1,1-2 Year,No,23858.0,26.0,66,0
25,1,8.0,1,< 1 Year,No,33477.0,151.0,104,0
27,1,14.0,0,< 1 Year,Yes,35247.0,152.0,169,0
43,1,36.0,0,1-2 Year,No,2630.0,156.0,265,0
77,1,37.0,1,1-2 Year,No,28050.0,124.0,92,0
41,1,0.0,1,1-2 Year,No,2630.0,111.0,79,0
28,1,36.0,0,< 1 Year,No,50507.0,152.0,290,0
28,1,2.0,1,< 1 Year,No,2630.0,152.0,197,0
26,1,11.0,1,< 1 Year,No,26640.0,152.0,57,0
70,1,47.0,0,> 2 Years,Yes,32956.0,16.0,212,0
35,1,22.0,0,1-2 Year,Yes,2630.0,157.0,126,0
63,1,15.0,0,1-2 Year,Yes,2630.0,124.0,125,1
25,1,11.0,0,1-2 Year,No,2630.0,156.0,243,0
56,1,29.0,1,1-2 Year,No,2630.0,26.0,248,0
57,1,29.0,0,1-2 Year,Yes,22001.0,152.0,104,0
22,1,39.0,1,< 1 Year,No,41437.0,152.0,226,0
61,1,24.0,0,1-2 Year,Yes,31864.0,124.0,267,0
30,1,11.0,0,1-2 Year,Yes,2630.0,157.0,258,1
46,1,8.0,0,1-2 Year,Yes,34929.0,157.0,204,1
46,1,1.0,0,1-2 Year,Yes,2630.0,30.0,130,1
20,1,33.0,1,< 1 Year,No,2630.0,160.0,268,0
36,1,46.0,0,1-2 Year,Yes,26765.0,124.0,239,0
66,1,28.0,1,1-2 Year,No,37544.0,26.0,153,0
25,1,27.0,1,< 1 Year,No,27314.0,152.0,90,0
25,1,34.0,1,< 1 Year,No,36477.0,152.0,272,0
45,1,41.0,1,1-2 Year,No,44876.0,124.0,222,0
40,1,28.0,1,1-2 Year,No,32221.0,124.0,136,0
32,1,15.0,1,< 1 Year,No,2630.0,152.0,74,0
44,1,33.0,0,1-2 Year,No,38020.0,124.0,144,0
21,1,41.0,1,< 1 Year,No,80367.0,152.0,149,0
21,1,45.0,1,< 1 Year,No,20875.0,152.0,15,0
31,1,41.0,0,1-2 Year,Yes,32307.0,124.0,30,1
27,1,4.0,0,1-2 Year,Yes,2630.0,156.0,206,1
31,1,8.0,0,< 1 Year,Yes,23008.0,152.0,216,0
26,1,43.0,1,< 1 Year,No,23162.0,152.0,161,0
21,1,30.0,1,< 1 Year,No,26590.0,152.0,46,0
29,1,28.0,0,< 1 Year,Yes,48945.0,122.0,108,1
43,1,18.0,0,1-2 Year,Yes,32929.0,26.0,34,0
66,1,33.0,0,1-2 Year,No,54303.0,26.0,216,0
28,1,7.0,0,1-2 Year,Yes,2630.0,157.0,148,0
22,1,29.0,1,< 1 Year,No,79027.0,152.0,280,0
51,1,28.0,0,1-2 Year,Yes,38154.0,26.0,179,1
49,1,28.0,0,1-2 Year,Yes,26827.0,3.0,123,0
67,1,28.0,0,1-2 Year,Yes,57389.0,26.0,43,0
40,1,21.0,1,1-2 Year,No,29048.0,26.0,111,0
21,1,30.0,0,< 1 Year,Yes,26385.0,160.0,231,0
53,1,28.0,0,> 2 Years,Yes,62869.0,124.0,22,1
39,1,41.0,0,1-2 Year,Yes,27410.0,26.0,197,0
44,1,46.0,0,1-2 Year,Yes,2630.0,156.0,172,0
27,1,30.0,0,< 1 Year,Yes,25057.0,152.0,254,0
43,1,28.0,0,1-2 Year,Yes,25411.0,26.0,83,0
26,1,28.0,1,< 1 Year,No,57848.0,152.0,31,0
70,1,50.0,0,1-2 Year,Yes,30451.0,8.0,222,0
24,1,41.0,1,< 1 Year,No,19025.0,152.0,283,0
39,1,28.0,0,1-2 Year,Yes,2630.0,124.0,261,0
39,1,6.0,1,1-2 Year,No,32440.0,124.0,262,0
35,1,28.0,0,1-2 Year,No,2630.0,156.0,81,0
33,1,46.0,0,< 1 Year,Yes,30527.0,26.0,90,1
44,1,11.0,0,1-2 Year,Yes,2630.0,26.0,227,0
26,1,28.0,1,< 1 Year,No,60342.0,152.0,149,0
22,1,6.0,0,< 1 Year,Yes,62920.0,152.0,139,0
41,1,20.0,0,1-2 Year,Yes,2630.0,124.0,127,0
27,1,25.0,1,< 1 Year,No,2630.0,152.0,164,0
61,1,8.0,0,1-2 Year,Yes,52820.0,122.0,63,0
21,1,16.0,1,< 1 Year,No,34443.0,160.0,24,0
29,1,18.0,1,< 1 Year,No,29399.0,152.0,62,0
30,1,20.0,1,< 1 Year,No,2630.0,160.0,230,0
39,1,8.0,0,1-2 Year,Yes,2630.0,157.0,274,1
34,1,30.0,1,1-2 Year,No,25979.0,152.0,191,0
74,1,28.0,1,1-2 Year,No,31740.0,24.0,281,0
24,1,17.0,1,< 1 Year,No,39554.0,152.0,297,0
23,1,28.0,1,< 1 Year,No,52700.0,152.0,164,0
33,1,2.0,0,1-2 Year,Yes,26179.0,26.0,271,0
26,1,30.0,1,< 1 Year,No,27393.0,152.0,53,0
66,1,28.0,0,1-2 Year,Yes,30054.0,26.0,294,0
39,1,3.0,0,1-2 Year,Yes,27019.0,160.0,96,0
20,1,46.0,0,< 1 Year,Yes,22513.0,160.0,233,0
21,1,9.0,1,< 1 Year,No,2630.0,160.0,250,0
45,1,28.0,1,1-2 Year,No,60894.0,124.0,63,0
41,1,29.0,0,1-2 Year,No,2630.0,26.0,17,0
37,1,28.0,1,1-2 Year,No,23669.0,26.0,18,0
24,1,41.0,1,< 1 Year,No,21765.0,152.0,45,0
36,1,28.0,0,1-2 Year,Yes,2630.0,157.0,117,0
23,1,2.0,0,< 1 Year,Yes,36292.0,26.0,204,0
48,1,45.0,0,1-2 Year,Yes,30930.0,124.0,174,1
45,1,24.0,0,1-2 Year,Yes,41226.0,26.0,164,1
34,1,23.0,1,< 1 Year,No,24249.0,152.0,40,0
73,1,8.0,1,1-2 Year,No,46195.0,26.0,60,0
21,1,15.0,0,< 1 Year,Yes,35932.0,160.0,261,0
40,1,50.0,1,1-2 Year,No,23996.0,29.0,106,0
25,1,35.0,0,< 1 Year,Yes,2630.0,152.0,110,0
25,1,6.0,1,< 1 Year,No,26228.0,152.0,184,0
21,1,3.0,1,< 1 Year,No,24209.0,160.0,93,0
40,1,8.0,1,1-2 Year,No,56591.0,124.0,59,0
38,1,22.0,1,1-2 Year,No,32624.0,152.0,295,0
62,1,0.0,0,1-2 Year,Yes,2630.0,26.0,248,0
43,1,28.0,1,1-2 Year,No,30255.0,26.0,133,0
44,1,48.0,0,1-2 Year,Yes,2630.0,26.0,144,0
50,1,28.0,1,1-2 Year,No,45821.0,26.0,108,0
21,1,33.0,1,< 1 Year,No,30311.0,152.0,298,0
21,1,12.0,1,< 1 Year,Yes,29446.0,160.0,229,0
38,1,28.0,0,1-2 Year,Yes,2630.0,157.0,105,1
32,1,28.0,1,< 1 Year,No,59997.0,152.0,268,0
22,1,8.0,0,< 1 Year,Yes,2630.0,160.0,164,0
30,1,50.0,1,1-2 Year,No,22592.0,124.0,15,0
29,1,46.0,0,1-2 Year,Yes,31388.0,124.0,268,0
24,1,29.0,1,< 1 Year,No,39621.0,152.0,191,0
64,1,41.0,1,1-2 Year,No,2630.0,124.0,89,0
24,1,29.0,1,< 1 Year,No,32473.0,152.0,29,0
31,1,41.0,1,< 1 Year,No,30892.0,152.0,127,0
23,1,8.0,1,< 1 Year,No,26279.0,151.0,288,0
23,1,10.0,1,< 1 Year,No,45645.0,152.0,130,0
65,1,28.0,0,1-2 Year,Yes,46266.0,26.0,284,0
24,1,33.0,1,< 1 Year,No,33161.0,124.0,150,0
74,1,27.0,1,1-2 Year,No,27828.0,124.0,127,0
30,1,44.0,1,< 1 Year,No,23344.0,152.0,25,0
31,1,46.0,1,< 1 Year,No,26356.0,152.0,137,0
24,1,6.0,1,< 1 Year,No,28745.0,152.0,293,0
40,1,47.0,1,1-2 Year,No,37362.0,124.0,149,0
50,1,50.0,0,1-2 Year,Yes,23426.0,8.0,225,0
30,1,46.0,0,< 1 Year,Yes,2630.0,156.0,133,0
48,1,28.0,0,1-2 Year,Yes,62702.0,122.0,161,1
79,0,28.0,1,1-2 Year,Yes,70720.0,124.0,264,0
24,1,28.0,0,< 1 Year,Yes,44512.0,152.0,246,1
35,1,28.0,0,1-2 Year,Yes,2630.0,26.0,24,0
59,1,4.0,0,1-2 Year,Yes,27560.0,124.0,215,1
41,1,45.0,0,1-2 Year,Yes,26978.0,25.0,213,0
39,1,28.0,0,1-2 Year,Yes,34310.0,124.0,200,0
38,1,45.0,1,1-2 Year,No,32946.0,154.0,79,0
77,1,8.0,1,1-2 Year,No,40523.0,7.0,103,0
42,1,14.0,0,1-2 Year,Yes,24159.0,124.0,282,0
22,1,47.0,0,< 1 Year,Yes,2630.0,26.0,54,0
60,1,36.0,0,1-2 Year,Yes,34079.0,26.0,109,0
48,1,15.0,1,1-2 Year,No,28359.0,124.0,24,0
22,1,15.0,0,< 1 Year,No,2630.0,152.0,251,0
23,1,46.0,1,< 1 Year,No,17970.0,160.0,38,0
41,1,34.0,0,1-2 Year,Yes,22036.0,26.0,67,0
49,1,28.0,0,1-2 Year,Yes,41126.0,122.0,36,1
21,1,46.0,0,< 1 Year,Yes,29460.0,152.0,228,1
25,1,30.0,0,< 1 Year,No,53353.0,152.0,208,0
23,1,37.0,1,< 1 Year,No,23768.0,152.0,264,0
25,1,8.0,1,< 1 Year,No,28578.0,152.0,30,0
23,1,6.0,1,< 1 Year,No,18542.0,152.0,245,0
27,1,11.0,1,< 1 Year,No,28471.0,152.0,34,0
50,1,28.0,0,1-2 Year,Yes,32855.0,155.0,93,1
22,1,50.0,1,< 1 Year,No,35911.0,152.0,124,0
73,1,28.0,0,1-2 Year,Yes,48215.0,25.0,74,0
50,1,48.0,0,1-2 Year,Yes,2630.0,124.0,89,0
43,1,41.0,0,1-2 Year,Yes,25031.0,124.0,181,0
22,1,39.0,0,< 1 Year,Yes,29513.0,152.0,294,0
72,1,35.0,0,1-2 Year,Yes,34752.0,26.0,162,0
24,1,41.0,1,< 1 Year,No,50293.0,152.0,265,0
44,1,28.0,0,1-2 Year,Yes,34850.0,26.0,186,0
66,1,36.0,0,1-2 Year,Yes,34414.0,30.0,179,0
53,1,27.0,1,1-2 Year,No,2630.0,26.0,216,0
55,1,11.0,1,1-2 Year,No,29460.0,26.0,180,0
54,1,28.0,0,1-2 Year,Yes,40601.0,124.0,64,0
26,1,36.0,1,< 1 Year,Yes,27223.0,152.0,95,0
65,1,41.0,1,1-2 Year,No,2630.0,106.0,80,0
25,1,36.0,0,< 1 Year,Yes,33582.0,152.0,283,0
20,1,41.0,1,< 1 Year,No,2630.0,156.0,217,0
40,1,29.0,0,1-2 Year,Yes,28777.0,26.0,152,0
59,1,28.0,1,1-2 Year,Yes,37060.0,26.0,113,0
21,1,45.0,0,< 1 Year,Yes,36649.0,160.0,44,0
22,1,25.0,0,< 1 Year,Yes,19888.0,152.0,297,0
26,1,50.0,1,< 1 Year,No,27895.0,152.0,49,0
21,1,6.0,0,< 1 Year,Yes,43779.0,160.0,167,0
25,1,11.0,1,< 1 Year,No,21414.0,152.0,166,0
22,1,28.0,1,< 1 Year,No,2630.0,152.0,75,0
25,1,29.0,0,< 1 Year,Yes,26498.0,152.0,189,1
49,1,28.0,0,1-2 Year,Yes,38554.0,124.0,108,0
52,1,8.0,1,1-2 Year,No,36886.0,124.0,107,0
29,1,34.0,0,< 1 Year,No,26658.0,152.0,257,0
31,1,18.0,0,1-2 Year,Yes,2630.0,156.0,53,0
26,1,15.0,1,< 1 Year,No,2630.0,151.0,197,0
36,1,10.0,0,1-2 Year,Yes,26078.0,26.0,11,1
46,1,28.0,0,1-2 Year,Yes,28999.0,124.0,160,0
38,1,28.0,0,1-2 Year,Yes,40734.0,26.0,72,1
25,1,8.0,0,< 1 Year,Yes,32498.0,152.0,67,0
20,1,26.0,0,< 1 Year,Yes,21877.0,160.0,201,0
34,1,28.0,1,< 1 Year,No,35487.0,152.0,283,0
22,1,30.0,1,< 1 Year,No,30733.0,152.0,173,0
48,1,28.0,0,1-2 Year,Yes,26409.0,26.0,80,1
41,1,28.0,0,1-2 Year,No,42933.0,124.0,246,0
47,1,28.0,0,1-2 Year,Yes,45225.0,26.0,173,0
25,1,20.0,1,1-2 Year,Yes,2630.0,124.0,292,0
57,1,41.0,1,1-2 Year,Yes,33739.0,26.0,98,0
21,1,46.0,0,< 1 Year,Yes,42978.0,160.0,145,0
46,1,41.0,1,1-2 Year,Yes,22502.0,124.0,69,0
36,1,46.0,0,1-2 Year,Yes,26841.0,122.0,260,0
26,1,15.0,0,< 1 Year,Yes,36865.0,152.0,88,0
26,1,29.0,1,< 1 Year,No,2630.0,152.0,47,0
59,1,45.0,1,1-2 Year,No,2630.0,152.0,289,0
23,1,41.0,0,< 1 Year,Yes,28877.0,155.0,42,0
80,1,20.0,0,1-2 Year,Yes,2630.0,9.0,268,0
24,1,41.0,1,< 1 Year,No,34875.0,152.0,146,0
57,1,28.0,0,1-2 Year,Yes,36053.0,26.0,62,1
39,1,50.0,0,1-2 Year,Yes,2630.0,163.0,112,1
55,1,39.0,1,1-2 Year,No,30196.0,124.0,41,0
50,1,28.0,0,1-2 Year,Yes,40570.0,124.0,33,0
62,1,28.0,1,1-2 Year,No,37758.0,26.0,64,0
57,1,28.0,1,1-2 Year,No,30562.0,152.0,100,0
24,1,15.0,0,< 1 Year,No,28142.0,26.0,165,0
20,1,3.0,0,1-2 Year,No,2630.0,156.0,297,0
30,1,8.0,1,< 1 Year,No,47729.0,152.0,262,0
34,1,28.0,0,1-2 Year,Yes,30668.0,26.0,147,1
40,1,6.0,0,1-2 Year,Yes,15891.0,124.0,57,0
37,1,41.0,0,1-2 Year,Yes,31286.0,124.0,94,0
25,1,29.0,1,< 1 Year,No,37211.0,152.0,275,0
49,1,28.0,0,1-2 Year,Yes,39800.0,122.0,89,1
45,1,28.0,1,1-2 Year,Yes,42434.0,3.0,281,0
25,1,28.0,1,< 1 Year,No,61858.0,152.0,101,0
46,1,8.0,0,1-2 Year,Yes,37713.0,26.0,99,0
38,1,12.0,0,1-2 Year,Yes,2630.0,156.0,179,0
42,1,18.0,1,1-2 Year,No,27030.0,124.0,100,0
42,1,41.0,0,1-2 Year,Yes,30069.0,124.0,38,1
72,1,33.0,1,1-2 Year,No,54303.0,26.0,294,0
64,1,50.0,1,1-2 Year,No,35036.0,124.0,87,0
79,1,28.0,1,1-2 Year,No,39079.0,124.0,264,0
23,1,49.0,0,< 1 Year,Yes,17227.0,152.0,53,0
37,1,28.0,0,1-2 Year,Yes,40235.0,124.0,124,0
49,1,28.0,0,1-2 Year,Yes,37929.0,124.0,37,0
23,1,11.0,1,< 1 Year,No,26924.0,152.0,22,0
35,1,28.0,0,1-2 Year,Yes,29688.0,124.0,138,0
53,1,45.0,0,1-2 Year,No,25395.0,124.0,102,0
51,1,8.0,0,1-2 Year,Yes,30506.0,157.0,40,0
39,1,28.0,0,1-2 Year,Yes,33725.0,124.0,231,0
51,1,18.0,1,1-2 Year,No,23356.0,124.0,78,0
25,1,15.0,1,< 1 Year,No,27801.0,152.0,84,0
67,1,41.0,0,1-2 Year,Yes,42150.0,26.0,27,0
28,1,21.0,1,< 1 Year,No,32986.0,152.0,267,0
65,1,28.0,1,1-2 Year,No,31466.0,26.0,116,0
47,1,28.0,0,> 2 Years,Yes,42945.0,26.0,77,0
30,1,13.0,1,< 1 Year,No,2630.0,160.0,127,0
41,1,45.0,0,1-2 Year,Yes,30901.0,25.0,201,0
25,1,30.0,0,< 1 Year,Yes,52451.0,152.0,256,1
42,1,28.0,1,1-2 Year,No,33331.0,26.0,289,0
24,1,29.0,0,< 1 Year,Yes,28428.0,152.0,44,0
51,1,19.0,0,1-2 Year,Yes,34421.0,156.0,144,0
57,1,28.0,0,1-2 Year,Yes,44396.0,124.0,202,0
25,1,8.0,1,< 1 Year,No,31615.0,152.0,187,0
